ImageId,TrueLabel,TargetClass
00002032_009,7,10
00002032_010,7,10
00002032_011,7,10
00002036_000,0,7
00002038_001,10,0
00002048_002,0,7
00002048_017,0,7
00002048_018,0,7
00002049_001,0,7
00002051_001,0,7
00002058_004,0,7
00002058_008,0,7
00002058_009,0,7
00002058_010,0,7
00002058_021,7,10
00002058_028,0,7
00002058_029,0,7
00002059_002,10,0
00002059_003,0,7
00002059_004,0,7
00002059_005,0,7
00002059_008,0,7
00002059_009,0,7
00002059_010,0,7
00002064_004,0,7
00002064_005,0,7
00002066_000,0,7
00002066_003,0,7
00002066_004,0,7
00002066_006,7,10
00002066_012,0,7
00002072_000,0,7
00002072_001,10,0
00002072_003,7,10
00002072_004,0,7
00002072_006,0,7
00002072_010,0,7
00002072_011,0,7
00002072_012,0,7
00002072_013,0,7
00002072_015,0,7
00002072_016,0,7
00002072_017,0,7
00002075_001,7,10
00002075_002,7,10
00002075_003,7,10
00002075_004,7,10
00002075_005,7,10
00002080_000,0,7
00002081_000,7,10
00002081_001,7,10
00002081_006,0,7
00002082_000,0,7
00002083_000,10,0
00002084_000,10,0
00002089_002,0,7
00002090_005,7,10
00002094_000,0,7
00002094_004,0,7
00002098_000,0,7
00002100_002,0,7
00002103_001,10,0
00002111_002,0,7
00002111_018,0,7
00002112_004,7,10
00002119_002,7,10
00002120_002,0,7
00002120_003,0,7
00002120_004,0,7
00002120_005,7,10
00002122_001,0,7
00002139_002,0,7
00002140_004,0,7
00002143_006,0,7
00002143_009,0,7
00002152_001,7,10
00002152_003,7,10
00002152_005,0,7
00002156_001,0,7
00002156_002,0,7
00002156_004,0,7
00002172_002,0,7
00002173_001,7,10
00002176_009,7,10
00002189_000,0,7
00002193_000,0,7
00002201_003,0,7
00002201_004,0,7
00002201_005,0,7
00002206_004,0,7
00002206_005,0,7
00002206_008,7,10
00002208_000,0,7
00002208_002,7,10
00002208_003,7,10
00002208_004,0,7
00002208_005,0,7
00002208_006,7,10
00002208_007,7,10
00002208_008,7,10
00002208_009,0,7
00002208_010,7,10
00002208_011,7,10
00002208_012,0,7
00002208_013,0,7
00002208_015,0,7
00002210_002,0,7
00002217_000,0,7
00002218_002,7,10
00002227_002,7,10
00002227_004,7,10
00002227_005,7,10
00002229_002,7,10
00002235_001,0,7
00002239_002,0,7
00002239_003,0,7
00002239_005,0,7
00002239_006,0,7
00002239_007,0,7
00002239_008,7,10
00002239_009,7,10
00002243_006,0,7
00002243_007,0,7
00002243_008,0,7
00002243_012,7,10
00002245_001,0,7
00002245_002,10,0
00002248_003,7,10
00002248_004,7,10
00002248_005,7,10
00002248_006,7,10
00002248_007,0,7
00002254_001,0,7
00002256_000,0,7
00002256_012,10,0
00002256_013,10,0
00002256_016,10,0
00002258_002,0,7
00002258_003,0,7
00002260_000,0,7
00002262_003,10,0
00002262_012,0,7
00002262_014,0,7
00002274_001,0,7
00002275_005,0,7
00002275_010,7,10
00002278_000,7,10
00002280_002,10,0
00002280_003,10,0
00002285_001,7,10
00002289_000,0,7
00002290_006,0,7
00002299_001,7,10
00002300_000,7,10
00002300_004,7,10
00002300_008,7,10
00002300_013,0,7
00002300_014,0,7
00002300_020,7,10
00002300_021,7,10
00002300_031,7,10
00002300_034,7,10
00002300_035,7,10
00002300_037,7,10
00002300_038,7,10
00002300_049,7,10
00002300_050,0,7
00002300_051,7,10
00002300_054,7,10
00002312_002,0,7
00002312_006,7,10
00002312_007,7,10
00002321_000,0,7
00002323_001,0,7
00002323_002,0,7
00002325_000,0,7
00002339_007,7,10
00002339_008,7,10
00002339_009,7,10
00002343_001,7,10
00002343_003,7,10
00002345_004,7,10
00002347_000,0,7
00002350_000,0,7
00002350_001,0,7
00002350_003,0,7
00002350_004,0,7
00002350_005,0,7
00002350_008,0,7
00002350_009,0,7
00002350_010,0,7
00002350_012,0,7
00002350_015,0,7
00002350_016,0,7
00002350_017,0,7
00002350_018,0,7
00002350_019,0,7
00002350_020,0,7
00002350_021,7,10
00002350_022,0,7
00002353_001,0,7
00002353_002,7,10
00002358_002,7,10
00002359_000,0,7
00002359_001,7,10
00002359_003,0,7
00002359_004,0,7
00002359_006,0,7
00002359_017,0,7
00002359_019,7,10
00002359_020,0,7
00002361_007,7,10
00002361_008,7,10
00002371_007,0,7
00002371_019,0,7
00002376_003,0,7
00002381_009,0,7
00002381_010,7,10
00002381_011,7,10
00002381_012,7,10
00002381_013,7,10
00002386_002,0,7
00002386_003,0,7
00002386_007,0,7
00002386_009,7,10
00002390_003,0,7
00002395_004,7,10
00002395_005,7,10
00002395_006,7,10
00002395_007,7,10
00002395_008,7,10
00002395_009,0,7
00002395_010,7,10
00002395_011,7,10
00002395_012,7,10
00002395_016,7,10
00002395_019,7,10
00002395_020,7,10
00002395_024,7,10
00002395_026,7,10
00002395_030,7,10
00002395_031,7,10
00002395_032,7,10
00002395_033,7,10
00002395_034,7,10
00002395_037,7,10
00002412_010,7,10
00002413_001,0,7
00002418_000,10,0
00002420_001,0,7
00002424_013,7,10
00002425_003,0,7
00002425_009,0,7
00002425_010,0,7
00002434_000,10,0
00002434_001,10,0
00002435_000,10,0
00002435_001,10,0
00002435_005,10,0
00002435_006,0,7
00002435_008,10,0
00002435_009,10,0
00002435_010,10,0
00002437_025,7,10
00002439_001,7,10
00002439_003,10,0
00002439_007,7,10
00002439_008,0,7
00002442_000,10,0
00002444_001,0,7
00002444_002,0,7
00002444_003,0,7
00002446_000,0,7
00002457_004,0,7
00002464_003,7,10
00002469_003,0,7
00002469_004,7,10
00002471_001,7,10
00002474_001,7,10
00002474_002,7,10
00002474_005,7,10
00002482_003,0,7
00002484_000,0,7
00002484_001,0,7
00002484_002,0,7
00002484_003,10,0
00002490_000,7,10
00002491_003,0,7
00002491_004,0,7
00002491_006,10,0
00002492_016,0,7
00002496_000,0,7
00002497_001,10,0
00002500_003,0,7
00002502_002,0,7
00002505_011,0,7
00002505_012,7,10
00002505_013,0,7
00002505_021,0,7
00002506_000,10,0
00002509_002,7,10
00002509_011,7,10
00002509_012,7,10
00002510_008,7,10
00002510_009,7,10
00002510_011,7,10
00002510_012,7,10
00002513_001,0,7
00002513_003,0,7
00002523_000,7,10
00002523_002,7,10
00002523_003,7,10
00002524_004,0,7
00002524_006,0,7
00002524_008,7,10
00002524_013,7,10
00002524_016,7,10
00002524_021,7,10
00002524_022,7,10
00002524_023,7,10
00002526_000,0,7
00002529_002,7,10
00002529_007,7,10
00002529_022,0,7
00002529_023,0,7
00002529_024,7,10
00002529_030,7,10
00002533_002,0,7
00002533_004,7,10
00002533_005,0,7
00002533_006,0,7
00002534_003,0,7
00002541_000,10,0
00002542_000,0,7
00002546_000,0,7
00002548_000,7,10
00002548_003,0,7
00002549_001,0,7
00002549_002,0,7
00002551_000,0,7
00002551_001,7,10
00002552_001,0,7
00002553_000,0,7
00002559_000,0,7
00002566_003,0,7
00002569_000,0,7
00002570_004,0,7
00002570_005,7,10
00002570_006,0,7
00002575_000,7,10
00002576_003,7,10
00002576_004,0,7
00002576_005,7,10
00002576_006,0,7
00002576_007,0,7
00002580_002,7,10
00002582_007,7,10
00002582_009,0,7
00002582_010,0,7
00002582_011,0,7
00002582_012,0,7
00002583_002,7,10
00002583_003,7,10
00002583_004,0,7
00002583_005,0,7
00002583_006,7,10
00002583_012,7,10
00002583_013,7,10
00002583_014,0,7
00002585_000,7,10
00002585_003,7,10
00002586_002,0,7
00002586_007,0,7
00002589_001,0,7
00002594_001,0,7
00002594_002,7,10
00002594_004,7,10
00002594_006,0,7
00002598_000,0,7
00002598_001,0,7
00002599_000,0,7
00002599_001,7,10
00002600_002,0,7
00002604_001,10,0
00002609_000,0,7
00002611_007,0,7
00002611_008,0,7
00002611_010,0,7
00002633_001,0,7
00002633_004,7,10
00002633_007,7,10
00002633_009,7,10
00002633_012,0,7
00002633_013,0,7
00002633_014,0,7
00002633_015,0,7
00002633_016,0,7
00002633_017,7,10
00002633_018,0,7
00002633_020,0,7
00002633_024,0,7
00002633_025,0,7
00002633_026,0,7
00002633_027,0,7
00002633_028,0,7
00002633_029,0,7
00002633_031,0,7
00002633_032,0,7
00002633_033,7,10
00002639_002,7,10
00002639_005,7,10
00002639_006,7,10
00002639_012,7,10
00002639_013,0,7
00002639_014,7,10
00002639_015,7,10
00002644_001,0,7
00002644_002,0,7
00002644_017,0,7
00002644_018,0,7
00002655_000,0,7
00002655_001,0,7
00002656_000,0,7
00002658_000,7,10
00002659_003,0,7
00002661_000,0,7
00002665_000,0,7
00002665_001,0,7
00002665_002,0,7
00002668_001,7,10
00002673_003,0,7
00002673_014,7,10
00002675_005,0,7
00002682_002,0,7
00002686_001,10,0
00002688_005,7,10
00002701_004,0,7
00002701_005,0,7
00002701_007,0,7
00002701_008,0,7
00002702_011,7,10
00002704_002,0,7
00002704_008,0,7
00002704_012,0,7
00002704_017,10,0
00002704_019,0,7
00002704_020,0,7
00002704_025,0,7
00002704_026,0,7
00002704_029,10,0
00002706_001,0,7
00002718_002,0,7
00002718_003,0,7
00002718_005,7,10
00002720_002,0,7
00002720_003,7,10
00002720_004,0,7
00002720_005,7,10
00002720_007,7,10
00002720_012,7,10
00002720_014,0,7
00002720_015,7,10
00002720_016,7,10
00002720_018,0,7
00002720_019,0,7
00002720_021,7,10
00002720_022,7,10
00002720_026,0,7
00002723_004,0,7
00002723_006,7,10
00002723_007,7,10
00002723_008,7,10
00002728_004,7,10
00002728_005,7,10
00002735_000,0,7
00002742_000,10,0
00002743_006,10,0
00002744_001,7,10
00002750_001,0,7
00002750_002,0,7
00002750_003,0,7
00002750_004,0,7
00002756_003,0,7
00002756_005,7,10
00002763_003,0,7
00002763_005,0,7
00002763_006,0,7
00002763_007,0,7
00002763_009,7,10
00002763_012,7,10
00002763_013,7,10
00002763_014,7,10
00002763_015,7,10
00002763_016,0,7
00002763_017,7,10
00002763_018,7,10
00002763_019,7,10
00002763_020,7,10
00002763_021,7,10
00002763_022,7,10
00002763_023,7,10
00002763_027,0,7
00002763_028,0,7
00002763_029,7,10
00002763_031,7,10
00002763_032,7,10
00002763_033,7,10
00002763_034,7,10
00002763_035,7,10
00002764_000,7,10
00002777_000,7,10
00002785_005,7,10
00002785_006,7,10
00002791_000,7,10
00002791_001,7,10
00002798_003,10,0
00002802_000,0,7
00002802_005,0,7
00002802_006,0,7
00002802_008,0,7
00002802_009,0,7
00002802_010,0,7
00002803_000,0,7
00002806_000,10,0
00002806_001,7,10
00002806_002,10,0
00002806_004,7,10
00002806_005,10,0
00002813_002,0,7
00002817_001,0,7
00002817_002,0,7
00002817_005,0,7
00002817_006,0,7
00002821_000,0,7
00002834_005,0,7
00002841_001,7,10
00002842_004,7,10
00002842_005,7,10
00002843_009,0,7
00002843_010,7,10
00002843_011,0,7
00002843_012,0,7
00002843_013,0,7
00002843_014,7,10
00002843_016,0,7
00002843_017,0,7
00002843_018,7,10
00002843_020,0,7
00002846_001,0,7
00002846_013,7,10
00002856_005,0,7
00002856_006,7,10
00002856_007,7,10
00002856_008,7,10
00002856_009,0,7
00002856_010,7,10
00002856_012,7,10
00002856_013,0,7
00002856_014,0,7
00002856_015,0,7
00002856_016,0,7
00002856_017,0,7
00002856_018,0,7
00002856_019,0,7
00002856_020,0,7
00002856_022,7,10
00002856_023,0,7
00002856_024,7,10
00002856_025,0,7
00002856_026,0,7
00002860_004,0,7
00002860_005,0,7
00002860_006,0,7
00002860_007,7,10
00002860_008,0,7
00002860_009,7,10
00002860_010,7,10
00002860_011,7,10
00002860_012,7,10
00002860_013,0,7
00002860_015,7,10
00002860_017,7,10
00002860_018,7,10
00002860_020,7,10
00002860_023,0,7
00002864_000,0,7
00002864_001,0,7
00002868_000,0,7
00002868_001,0,7
00002878_000,0,7
00002878_019,0,7
00002889_000,10,0
00002892_006,7,10
00002892_008,7,10
00002895_000,0,7
00002909_001,7,10
00002919_000,0,7
00002919_002,7,10
00002926_000,7,10
00002927_002,0,7
00002932_000,10,0
00002934_000,0,7
00002939_004,0,7
00002940_000,0,7
00002952_004,0,7
00002952_005,0,7
00002955_001,0,7
00002955_004,0,7
00002955_005,0,7
00002955_008,7,10
00002955_009,7,10
00002966_000,10,0
00002968_000,10,0
00002979_000,7,10
00002981_001,0,7
00002981_002,0,7
00002983_000,7,10
00002983_001,7,10
00002988_000,0,7
00002990_000,0,7
00003001_000,0,7
00003002_003,0,7
00003002_004,7,10
00003002_005,7,10
00003002_006,7,10
00003002_011,0,7
00003002_020,0,7
00003005_001,0,7
00003005_005,7,10
00003005_018,7,10
00003006_003,0,7
00003006_004,0,7
00003006_005,0,7
00003009_003,0,7
00003013_011,7,10
00003013_013,7,10
00003013_014,7,10
00003014_000,10,0
00003015_000,10,0
00003027_001,0,7
00003027_002,7,10
00003028_004,7,10
00003028_005,7,10
00003028_017,7,10
00003028_018,7,10
00003028_019,7,10
00003028_020,7,10
00003028_046,7,10
00003028_067,7,10
00003028_068,7,10
00003028_070,7,10
00003028_071,0,7
00003028_072,0,7
00003029_004,0,7
00003029_018,0,7
00003034_000,0,7
00003034_001,0,7
00003044_001,10,0
00003045_006,0,7
00003046_003,7,10
00003046_004,7,10
00003049_000,0,7
00003052_001,0,7
00003052_002,0,7
00003052_003,0,7
00003052_004,0,7
00003052_005,0,7
00003052_006,0,7
00003053_009,0,7
00003054_000,10,0
00003062_001,0,7
00003062_007,7,10
00003062_011,7,10
00003062_012,0,7
00003062_014,0,7
00003062_017,7,10
00003062_018,7,10
00003064_003,7,10
00003064_005,7,10
00003064_006,7,10
00003064_007,7,10
00003064_027,0,7
00003064_029,0,7
00003064_034,7,10
00003064_035,7,10
00003064_037,0,7
00003064_038,7,10
00003064_039,7,10
00003064_043,7,10
00003064_048,7,10
00003064_050,7,10
00003064_052,7,10
00003069_000,0,7
00003071_000,0,7
00003071_001,0,7
00003072_004,0,7
00003072_008,0,7
00003072_009,7,10
00003072_014,0,7
00003072_016,7,10
00003072_018,7,10
00003072_019,7,10
00003072_021,7,10
00003072_023,7,10
00003072_024,7,10
00003072_026,7,10
00003072_027,7,10
00003072_028,7,10
00003072_030,7,10
00003072_031,7,10
00003078_000,0,7
00003083_001,7,10
00003083_002,7,10
00003087_000,10,0
00003087_001,10,0
00003088_000,10,0
00003091_000,10,0
00003093_000,0,7
00003095_001,0,7
00003097_000,0,7
00003097_001,0,7
00003098_000,7,10
00003103_000,7,10
00003104_003,0,7
00003109_004,0,7
00003109_006,0,7
00003109_008,0,7
00003123_000,0,7
